"Основное мероприятие ""Создание и развитие эффективной инфраструктуры поддержки субъектов малого и среднего предпринимательства""";318600000;83 512,7
Предоставление субсидий бюджетным, автономным учреждениям и иным некоммерческим организациям;318600000600;23 806,3
Развитие и обеспечение деятельности организаций инфраструктуры развития малого и среднего предпринимательства;318600360;3 934,8
Иные бюджетные ассигнования;318600360800;3 934,8
Cофинансирование расходов на создание, развитие и обеспечение деятельности муниципальных бизнес-инкубаторов, предусмотренных в муниципальных программах (подпрограммах), содержащих мероприятия, направленные на развитие малого и среднего предпринимательства;318640050;8 445,9
Межбюджетные трансферты;318640050500;8 445,9
Cофинансирование расходов на создание, развитие и обеспечение деятельности муниципальных центров поддержки предпринимательства, предусмотренных в муниципальных программах (подпрограммах), содержащих мероприятия, направленные на развитие малого и среднего предпринимательства;318640060;2 527,0
Межбюджетные трансферты;318640060500;2 527,0
Субсидии бюджетам муниципальных образований Томской области, в том числе отнесенных к монопрофильным, на софинансирование расходов на развитие и обеспечение деятельности микрофинансовых организаций, предусмотренных в муниципальных программах (подпрограммах), содержащих мероприятия, направленные на развитие малого и среднего предпринимательства;318640070;5 500,0
Межбюджетные трансферты;318640070500;5 500,0
Оказание финансовой поддержки субъектам малого и среднего предпринимательства и организациям, образующим инфраструктуру поддержки субъектов малого и среднего предпринимательства (государственная поддержка малого и среднего предпринимательства, включая крестьянские (фермерские) хозяйства, а также на реализацию мероприятий по поддержке молодежного предпринимательства);03186R5271;39 298,7
Предоставление субсидий бюджетным, автономным учреждениям и иным некоммерческим организациям;03186R5271600;29 374,3
Иные бюджетные ассигнования;03186R5271800;9 924,4
"Основное мероприятие ""Формирование позитивного образа предпринимательства, как источника роста общественного благосостояния""";318700000;1 600,0
Предоставление субсидий бюджетным, автономным учреждениям и иным некоммерческим организациям;318700000600;1 600,0
"Подпрограмма ""Развитие сферы общераспространенных полезных ископаемых""";320000000;65,1
"Ведомственная целевая программа ""Организация предоставления, переоформления и изъятия горных отводов для разработки месторождений и проявлений общераспространенных полезных ископаемых""";326000000;65,1
Осуществление отдельных государственных полномочий по предоставлению, переоформлению и изъятию горных отводов для разработки месторождений и проявлений общераспространенных полезных ископаемых;326040100;65,1
Межбюджетные трансферты;326040100500;65,1
Обеспечивающая подпрограмма;330000000;23 584,4
Руководство и управление в сфере установленных функций органов государственной власти субъекта Российской Федерации;330100000;23 584,4
Расходы на выплаты персоналу в целях обеспечения выполнения функций государственными (муниципальными) органами, казенными учреждениями, органами управления государственными внебюджетными фондами;330100000100;21 652,4
Закупка товаров, работ и услуг для обеспечения государственных (муниципальных) нужд;330100000200;1 923,0
Иные бюджетные ассигнования;330100000800;9
"Подпрограмма ""Повышение предпринимательской активности в моногороде ЗАТО Северск за счет развития механизмов поддержки реализации инвестиционных проектов""";340000000;181 208,8
"Основное мероприятие ""Строительство и (или) реконструкция объектов инфраструктуры, необходимых для реализации инвестиционных проектов ЗАТО Северск""";348800000;181 208,8
Бюджетные ассигнования на объекты капитального строительства государственной (муниципальной) собственности, объекты недвижимого имущества, приобретаемые в государственную (муниципальную) собственность;034884И000;181 208,8
Межбюджетные трансферты;034884И000500;181 208,8
"Подпрограмма ""Развитие ведущих отраслей обрабатывающей и нефтегазодобывающей промышленности в Томской области""";350000000;50 000,0
"Основное мероприятие ""Создание и обеспечение механизма финансовой поддержки развития промышленности""";358900000;50 000,0
"Субсидии некоммерческой организации ""Фонд развития бизнеса"" на создание, развитие и обеспечение деятельности регионального фонда развития промышленности, направленной на реализацию механизма софинансирования проектов, предусматривающих разработку новой высокотехнологичной продукции, техническое перевооружение и создание конкурентоспособных производств на базе наилучших доступных технологий";358900320;50 000,0
Предоставление субсидий бюджетным, автономным учреждениям и иным некоммерческим организациям;358900320600;50 000,0
"Государственная программа ""Совершенствование механизмов управления экономическим развитием Томской области""";400000000;492 385,4
"Подпрограмма ""Совершенствование управления социально-экономическим развитием Томской области""";410000000;15 441,5
"Ведомственная целевая программа ""Эффективное управление социально-экономическим развитием Томской области""";416000000;15 441,5
Приобретение статистических, научно-исследовательских и социологических материалов, информационных услуг, включая модернизацию и обновление программного обеспечения, проведение научно-исследовательских и социологических работ, семинаров;416000300;2 621,2
Закупка товаров, работ и услуг для обеспечения государственных (муниципальных) нужд;416000300200;2 621,2
Мониторинг Стратегии социально-экономического развития Томской области до 2030 года и внедрение методов стратегического планирования;416000310;12 820,3
Закупка товаров, работ и услуг для обеспечения государственных (муниципальных) нужд;416000310200;12 820,3
"Подпрограмма ""Баланс экономических интересов потребителей и поставщиков на регулируемых рынках товаров и услуг""";420000000;412 104,9
"Ведомственная целевая программа ""Реализация в муниципальных образованиях Томской области отдельных государственных полномочий по регулированию тарифов на перевозки пассажиров и багажа всеми видами общественного транспорта в городском, пригородном и междугородном сообщении (кроме железнодорожного транспорта) по городским, пригородным и междугородным муниципальным маршрутам""";426100000;433,1
Осуществление отдельных государственных полномочий по регулированию тарифов на перевозки пассажиров и багажа всеми видами общественного транспорта в городском, пригородном и междугородном сообщении (кроме железнодорожного транспорта) по городским, пригородным и междугородным муниципальным маршрутам;426140110;433,1
Межбюджетные трансферты;426140110500;433,1
"Ведомственная целевая программа ""Возмещение отдельным организациям недополученных доходов, возникающих вследствие установления подлежащих государственному регулированию цен (тарифов) на товары (услуги) в соответствии с законодательством Российской Федерации""";426200000;56 540,1
Субсидии на возмещение недополученных доходов организаций железнодорожного транспорта общего пользования пригородного сообщения, возникающих вследствие установления тарифов и (или) их предельных уровней на услуги по перевозке пассажиров и багажа железнодорожным транспортом общего пользования в пригородном сообщении;426200330;11 540,1
Иные бюджетные ассигнования;426200330800;11 540,1
Возмещение недополученных доходов ресурсоснабжающих организаций, возникающих в результате установления льготного тарифа на коммунальный ресурс;426200340;45 000,0
Иные бюджетные ассигнования;426200340800;45 000,0
"Ведомственная целевая программа ""Оказание содействия отдельным муниципальным образованиям Томской области по обеспечению соблюдения баланса экономических интересов потребителей и поставщиков топливно-энергетических ресурсов""";426300000;355 131,7
Компенсация местным бюджетам расходов по организации электроснабжения от дизельных электростанций;426340120;250 588,1
Межбюджетные трансферты;426340120500;250 588,1
Компенсация местным бюджетам расходов по организации теплоснабжения теплоснабжающими организациями, использующими в качестве топлива нефть или мазут;426340130;104 543,6
Межбюджетные трансферты;426340130500;104 543,6
Обеспечивающая подпрограмма;430000000;62 258,4
Руководство и управление в сфере установленных функций органов государственной власти субъекта Российской Федерации;430100000;62 258,4
Расходы на выплаты персоналу в целях обеспечения выполнения функций государственными (муниципальными) органами, казенными учреждениями, органами управления государственными внебюджетными фондами;430100000100;53 977,4
Закупка товаров, работ и услуг для обеспечения государственных (муниципальных) нужд;430100000200;8 163,2
Иные бюджетные ассигнования;430100000800;117,8
"Подпрограмма ""Обеспечение реализации государственных полномочий в сфере лицензирования отдельных видов деятельности Томской области""";440000000;2 580,6
"Основное мероприятие ""Осуществление переданных органам государственной власти субъектов Российской Федерации в соответствии с частью 1 статьи 15 Федерального закона от 21 ноября 2011 года № 323-ФЗ ""Об основах охраны здоровья граждан в Российской Федерации"" полномочий Российской Федерации в сфере охраны здоровья""";448800000;2 580,6
"Осуществление переданных органам государственной власти субъектов Российской Федерации в соответствии с частью 1 статьи 15 Федерального закона от 21 ноября 2011 года № 323-ФЗ ""Об основах охраны здоровья граждан в Российской Федерации"" полномочий Российской Федерации в сфере охраны здоровья";448859800;2 580,6
Расходы на выплаты персоналу в целях обеспечения выполнения функций государственными (муниципальными) органами, казенными учреждениями, органами управления государственными внебюджетными фондами;448859800100;2 580,6
"Государственная программа ""Развитие рынка труда в Томской области""";500000000;799 980,4
"Подпрограмма ""Активная политика занятости населения и социальная поддержка безработных граждан""";510000000;730 541,7
"Ведомственная целевая программа ""Содействие занятости населения Томской области""";516000000;279 188,1
Расходы на выплаты персоналу в целях обеспечения выполнения функций государственными (муниципальными) органами, казенными учреждениями, органами управления государственными внебюджетными фондами;516000000100;171 015,0
Закупка товаров, работ и услуг для обеспечения государственных (муниципальных) нужд;516000000200;74 689,6
Социальное обеспечение и иные выплаты населению;516000000300;32 606,0
Иные бюджетные ассигнования;516000000800;877,5
"Ведомственная целевая программа ""Регулирование рынка труда Томской области""";516100000;31 437,5
Закупка товаров, работ и услуг для обеспечения государственных (муниципальных) нужд;516100000200;14 835,1
Социальное обеспечение и иные выплаты населению;516100000300;5,2
Предоставление субсидий бюджетным, автономным учреждениям и иным некоммерческим организациям;516100000600;4 707,3
Субсидии в области занятости населения Томской области на возмещение части затрат работодателям на организацию временного трудоустройства граждан, освобожденных из учреждений, исполняющих наказание в виде лишения свободы;516100032;1 121,2
Иные бюджетные ассигнования;516100032800;1 121,2
Субсидии в области занятости населения Томской области на возмещение части затрат работодателям на организацию стажировки выпускников профессиональных образовательных организаций и образовательных организаций высшего образования;516100033;6 727,1
Иные бюджетные ассигнования;516100033800;6 727,1
Субсидии в области занятости населения Томской области на возмещение части затрат работодателям на сопровождение (наставничество) инвалидов в возрасте до 35 лет, трудоустроенных на постоянные рабочие места;516100034;1 051,1
Иные бюджетные ассигнования;516100034800;1 051,1
Субсидии в области занятости населения Томской области на возмещение части затрат работодателям на организацию стажировки выпускников профессиональных образовательных организаций и образовательных организаций высшего образования из числа инвалидов;516100035;490,5
Иные бюджетные ассигнования;516100035800;490,5
Субсидии в области занятости населения Томской области на возмещение части затрат работодателям на оборудование (оснащение) рабочих мест для трудоустройства незанятых инвалидов;516100036;2 500,0
Иные бюджетные ассигнования;516100036800;2 500,0
"Основное мероприятие ""Социальные выплаты безработным гражданам в соответствии с Законом Российской Федерации от 19 апреля 1991 года № 1032-1 ""О занятости населения в Российской Федерации""";518100000;419 916,1
"Социальные выплаты безработным гражданам в соответствии с Законом Российской Федерации от 19 апреля 1991 года № 1032-1 ""О занятости населения в Российской Федерации""";518152900;419 916,1
Социальное обеспечение и иные выплаты населению;518152900300;388 002,5
Межбюджетные трансферты;518152900500;31 913,6
"Подпрограмма ""Развитие социального партнерства, улучшение условий и охраны труда в Томской области""";520000000;4 784,2
"Ведомственная целевая программа ""Содействие развитию социального партнерства, улучшению условий и охраны труда в Томской области""";526200000;4 784,2
Расходы на выплаты персоналу в целях обеспечения выполнения функций государственными (муниципальными) органами, казенными учреждениями, органами управления государственными внебюджетными фондами;526200000100;99,7
Закупка товаров, работ и услуг для обеспечения государственных (муниципальных) нужд;526200000200;704,6
Осуществление отдельных государственных полномочий по регистрации коллективных договоров;526240140;3 979,9
Межбюджетные трансферты;526240140500;3 979,9
Обеспечивающая подпрограмма;530000000;61 258,8
Руководство и управление в сфере установленных функций органов государственной власти субъекта Российской Федерации;530100000;61 258,8
Расходы на выплаты персоналу в целях обеспечения выполнения функций государственными (муниципальными) органами, казенными учреждениями, органами управления государственными внебюджетными фондами;530100000100;55 859,3
Закупка товаров, работ и услуг для обеспечения государственных (муниципальных) нужд;530100000200;5 003,5
Иные бюджетные ассигнования;530100000800;396
"Подпрограмма ""Содействие добровольному переселению в Томскую область соотечественников, проживающих за рубежом""";540000000;3 395,7
"Основное мероприятие ""Создание правовых, социально-экономических, организационных и информационных условий, способствующих добровольному переселению соотечественников в Томскую область для постоянного проживания""";548200000;803,9
Расходы на выплаты персоналу в целях обеспечения выполнения функций государственными (муниципальными) органами, казенными учреждениями, органами управления государственными внебюджетными фондами;548200000100;17
Закупка товаров, работ и услуг для обеспечения государственных (муниципальных) нужд;548200000200;98,9
Реализация мероприятий, предусмотренных региональной программой переселения, включенной в Государственную программу по оказанию содействия добровольному переселению в Российскую Федерацию соотечественников, проживающих за рубежом;05482R0860;688
Закупка товаров, работ и услуг для обеспечения государственных (муниципальных) нужд;05482R0860200;688
"Основное мероприятие ""Создание условий для адаптации и интеграции участников программы переселения соотечественников и членов их семей в принимающее сообщество""";548300000;2 328,2
Закупка товаров, работ и услуг для обеспечения государственных (муниципальных) нужд;548300000200;1 285,4
Социальное обеспечение и иные выплаты населению;548300000300;674,4
Реализация мероприятий, предусмотренных региональной программой переселения, включенной в Государственную программу по оказанию содействия добровольному переселению в Российскую Федерацию соотечественников, проживающих за рубежом;05483R0860;368,4
Закупка товаров, работ и услуг для обеспечения государственных (муниципальных) нужд;05483R0860200;217,8
Социальное обеспечение и иные выплаты населению;05483R0860300;150,6
"Основное мероприятие ""Содействие обеспечению потребности экономики Томской области в квалифицированных кадрах""";548400000;263,6
Закупка товаров, работ и услуг для обеспечения государственных (муниципальных) нужд;548400000200;101,1
Социальное обеспечение и иные выплаты населению;548400000300;162,5
"Государственная программа ""Развитие сельского хозяйства и регулируемых рынков в Томской области""";600000000;2 064 563,9
"Подпрограмма ""Развитие сельскохозяйственного производства в Томской области""";610000000;1 719 297,1
"Ведомственная целевая программа ""Защита животных от болезней, защита населения от болезней, общих для человека и животных""";617000000;241 617,8
Закупка товаров, работ и услуг для обеспечения государственных (муниципальных) нужд;617000000200;5 008,3
